datetime,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
2015-05-25,"Dhaka,Bangladesh",33.8,26.0,30.0,41.6,26.0,34.9,24.2,71.8,2.8,100.0,83.33,rain,,,,27.7,150.8,1001.5,77.3,4.4,182.8,15.7,6,,2015-05-25T05:12:49,2015-05-25T18:37:58,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-05-26,"Dhaka,Bangladesh",32.8,24.0,29.1,39.9,24.0,33.8,24.2,75.6,1.8,100.0,45.83,rain,,,,18.4,101.0,1004.0,72.3,4.2,204.9,17.8,7,,2015-05-26T05:12:33,2015-05-26T18:38:26,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2015-05-27,"Dhaka,Bangladesh",31.5,27.0,28.7,39.0,29.2,33.7,24.6,78.6,1.7,100.0,70.83,rain,,,,22.3,94.3,1004.3,69.7,4.3,145.1,12.6,5,,2015-05-27T05:12:18,2015-05-27T18:38:54,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-05-28,"Dhaka,Bangladesh",34.0,26.0,28.3,42.0,26.0,31.5,23.4,75.6,0.9,100.0,37.5,rain,,,,24.1,130.6,1003.0,83.6,4.2,170.6,14.8,5,,2015-05-28T05:12:04,2015-05-28T18:39:22,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
2015-05-29,"Dhaka,Bangladesh",33.9,26.0,29.2,41.0,26.0,34.6,25.1,79.5,1.1,100.0,37.5,rain,,,,18.4,148.0,1003.8,80.5,4.1,222.1,19.1,7,,2015-05-29T05:11:51,2015-05-29T18:39:49,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-05-30,"Dhaka,Bangladesh",32.3,26.0,29.2,42.3,26.0,34.2,24.9,78.4,5.4,100.0,66.67,rain,,,,18.4,148.6,1004.7,74.1,4.2,147.6,12.6,5,,2015-05-30T05:11:40,2015-05-30T18:40:16,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-05-31,"Dhaka,Bangladesh",36.0,26.0,31.0,46.3,26.0,37.4,25.0,71.6,0.5,100.0,20.83,rain,,,,27.7,189.1,1003.3,52.2,4.4,147.9,12.7,5,,2015-05-31T05:11:29,2015-05-31T18:40:43,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-06-01,"Dhaka,Bangladesh",36.0,28.0,32.0,42.8,32.7,38.5,24.7,66.5,0.0,0.0,0.0,,,,,25.9,184.1,1002.6,44.6,4.4,128.5,11.0,4,,2015-06-01T05:11:20,2015-06-01T18:41:09,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2015-06-02,"Dhaka,Bangladesh",34.4,25.0,29.6,42.7,25.0,34.9,24.6,75.3,0.8,100.0,20.83,rain,,,,22.3,187.1,1004.7,72.9,4.3,221.2,19.1,7,,2015-06-02T05:11:12,2015-06-02T18:41:35,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-06-03,"Dhaka,Bangladesh",34.4,27.0,30.8,41.8,29.6,36.4,24.2,69.0,2.4,100.0,58.33,rain,,,,15.1,173.0,1005.4,54.8,4.4,198.1,17.3,7,,2015-06-03T05:11:05,2015-06-03T18:42:01,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-06-04,"Dhaka,Bangladesh",37.0,28.0,31.9,44.5,31.9,37.8,24.2,64.9,0.0,0.0,0.0,,,,,15.5,191.1,1005.4,42.9,4.5,191.2,16.6,6,,2015-06-04T05:11:00,2015-06-04T18:42:26,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-06-05,"Dhaka,Bangladesh",35.0,28.8,31.8,41.9,34.5,37.8,24.3,65.9,3.5,100.0,41.67,rain,,,,18.4,194.8,1004.4,45.3,4.6,216.8,18.6,7,,2015-06-05T05:10:55,2015-06-05T18:42:51,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2015-06-06,"Dhaka,Bangladesh",36.0,27.6,31.4,44.7,33.1,38.6,25.4,71.3,2.7,100.0,37.5,rain,,,,25.9,180.5,1002.9,49.4,4.3,179.0,15.4,6,,2015-06-06T05:10:51,2015-06-06T18:43:15,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-06-07,"Dhaka,Bangladesh",36.0,28.7,31.6,43.2,34.5,38.4,25.0,69.2,0.9,100.0,37.5,rain,,,,27.7,182.1,1002.5,57.7,4.5,119.0,10.4,4,,2015-06-07T05:10:49,2015-06-07T18:43:39,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2015-06-08,"Dhaka,Bangladesh",36.0,28.0,31.8,44.7,31.3,38.2,24.5,66.0,0.0,0.0,0.0,,,,,25.9,178.5,1002.2,38.8,4.6,138.9,12.0,5,,2015-06-08T05:10:48,2015-06-08T18:44:02,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-06-09,"Dhaka,Bangladesh",35.0,28.8,31.7,42.9,34.5,38.5,24.9,68.0,0.2,100.0,8.33,rain,,,,27.7,183.9,1001.3,77.3,4.4,164.8,14.2,6,,2015-06-09T05:10:48,2015-06-09T18:44:25,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VGHS,41941099999,41929099999,41923099999,remote,41922099999,41939099999,41909099999"
2015-06-10,"Dhaka,Bangladesh",32.8,26.9,28.7,41.7,29.6,33.8,24.7,79.6,14.6,100.0,100.0,rain,,,,24.5,145.4,1001.6,88.5,4.1,152.2,13.2,5,,2015-06-10T05:10:49,2015-06-10T18:44:47,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-06-11,"Dhaka,Bangladesh",30.8,24.0,26.4,40.3,24.0,29.1,24.3,88.4,25.8,100.0,100.0,rain,,,,40.7,126.1,1002.5,92.0,3.8,107.4,9.3,4,,2015-06-11T05:10:51,2015-06-11T18:45:08,0.81,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-06-12,"Dhaka,Bangladesh",31.9,25.0,28.0,40.6,25.0,32.1,24.6,82.1,15.4,100.0,87.5,rain,,,,22.3,176.8,1002.2,89.9,4.1,86.4,7.4,3,,2015-06-12T05:10:54,2015-06-12T18:45:29,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-06-13,"Dhaka,Bangladesh",31.0,24.7,27.1,39.1,24.7,29.7,24.6,86.4,21.2,100.0,91.67,rain,,,,27.8,189.3,1002.3,91.9,3.9,178.3,15.3,6,,2015-06-13T05:10:58,2015-06-13T18:45:49,0.88,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-06-14,"Dhaka,Bangladesh",32.1,24.9,27.8,38.5,24.9,31.3,24.7,83.6,16.9,100.0,100.0,rain,,,,14.8,156.1,1001.9,89.3,4.1,210.6,18.3,7,,2015-06-14T05:11:04,2015-06-14T18:46:08,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41929099999,41923099999,remote,41922099999,41939099999,41909099999"
2015-06-15,"Dhaka,Bangladesh",31.0,27.0,28.1,36.6,30.1,32.6,24.7,82.2,14.4,100.0,79.17,rain,,,,14.8,153.9,1001.7,89.8,4.0,143.8,12.4,5,,2015-06-15T05:11:10,2015-06-15T18:46:27,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-06-16,"Dhaka,Bangladesh",31.7,25.0,28.0,37.9,25.0,31.8,24.4,81.2,20.1,100.0,70.83,rain,,,,18.4,164.2,1001.9,89.0,4.2,96.7,8.4,3,,2015-06-16T05:11:17,2015-06-16T18:46:45,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2015-06-17,"Dhaka,Bangladesh",31.6,27.0,28.7,38.8,30.1,34.0,25.1,81.2,4.2,100.0,37.5,rain,,,,14.8,164.5,1001.3,82.4,4.1,140.9,12.1,4,,2015-06-17T05:11:25,2015-06-17T18:47:02,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-06-18,"Dhaka,Bangladesh",32.0,27.0,29.1,42.3,30.1,34.6,25.0,78.9,0.5,100.0,12.5,rain,,,,13.0,146.9,1001.2,77.6,4.1,129.1,11.3,4,,2015-06-18T05:11:35,2015-06-18T18:47:18,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VGHS,41941099999,41929099999,41923099999,41922099999,41939099999,41909099999"
2015-06-19,"Dhaka,Bangladesh",34.6,26.2,30.5,41.4,26.2,35.8,24.5,71.2,0.6,100.0,25.0,rain,,,,17.3,132.6,1000.6,67.1,4.6,276.8,24.0,8,,2015-06-19T05:11:45,2015-06-19T18:47:34,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-06-20,"Dhaka,Bangladesh",35.0,28.0,30.9,44.9,31.9,36.6,24.3,68.7,2.2,100.0,66.67,rain,,,,29.5,119.7,1000.6,66.5,4.6,204.6,17.7,6,,2015-06-20T05:11:56,2015-06-20T18:47:48,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41929099999,41923099999,remote,41922099999,41939099999,41909099999"
2015-06-21,"Dhaka,Bangladesh",33.0,27.0,29.5,40.8,31.2,35.1,25.0,77.2,22.0,100.0,100.0,rain,,,,28.4,140.9,1000.4,84.8,4.5,262.5,22.7,8,,2015-06-21T05:12:08,2015-06-21T18:48:02,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41929099999,41923099999,remote,41922099999,41939099999,41909099999"
2015-06-22,"Dhaka,Bangladesh",32.4,26.9,28.2,42.1,30.4,33.5,25.7,86.9,39.8,100.0,100.0,rain,,,,29.9,153.7,997.7,79.4,4.0,250.8,21.6,8,,2015-06-22T05:12:21,2015-06-22T18:48:14,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-06-23,"Dhaka,Bangladesh",30.6,26.6,28.1,40.3,26.6,33.6,26.3,89.8,39.6,100.0,100.0,rain,,,,29.5,170.6,996.6,93.1,4.2,149.2,12.9,5,,2015-06-23T05:12:34,2015-06-23T18:48:26,0.21,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-06-24,"Dhaka,Bangladesh",29.5,27.0,28.1,36.8,30.6,33.4,25.6,86.6,70.7,100.0,100.0,rain,,,,20.5,171.3,995.6,91.8,4.2,201.8,17.6,7,,2015-06-24T05:12:49,2015-06-24T18:48:37,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-06-25,"Dhaka,Bangladesh",31.0,26.2,27.5,40.8,26.2,31.9,25.4,88.4,74.7,100.0,100.0,rain,,,,22.3,325.8,994.2,99.3,4.0,175.6,15.1,6,,2015-06-25T05:13:04,2015-06-25T18:48:47,0.28,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41929099999,41923099999,remote,41922099999,41939099999,41909099999"
2015-06-26,"Dhaka,Bangladesh",28.4,26.0,26.7,35.1,26.0,29.1,25.2,91.7,86.1,100.0,100.0,rain,,,,16.9,236.1,992.2,95.4,3.8,141.7,12.0,5,,2015-06-26T05:13:20,2015-06-26T18:48:56,0.31,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-06-27,"Dhaka,Bangladesh",28.5,25.6,26.4,35.2,25.6,27.7,25.1,92.5,35.4,100.0,100.0,rain,,,,27.7,166.6,995.1,97.3,3.6,136.9,11.6,5,,2015-06-27T05:13:37,2015-06-27T18:49:04,0.34,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41929099999,41923099999,remote,41922099999,41939099999,41909099999"
2015-06-28,"Dhaka,Bangladesh",29.4,26.0,27.3,36.5,26.0,30.2,24.5,85.0,12.8,100.0,79.17,rain,,,,25.9,169.7,1004.0,92.1,4.0,245.4,21.1,8,,2015-06-28T05:13:55,2015-06-28T18:49:10,0.38,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2015-06-29,"Dhaka,Bangladesh",33.4,25.6,28.7,42.1,25.6,32.8,24.6,79.6,2.3,100.0,45.83,rain,,,,19.8,167.2,1006.0,66.5,4.4,294.3,25.4,9,,2015-06-29T05:14:13,2015-06-29T18:49:16,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VGHS,41941099999,41929099999,41923099999,remote,41922099999,41939099999,41909099999"
2015-06-30,"Dhaka,Bangladesh",32.6,26.0,29.1,41.3,26.0,33.5,24.1,75.0,0.0,0.0,0.0,,,,,19.1,166.1,1004.9,62.7,4.2,295.4,25.6,9,,2015-06-30T05:14:32,2015-06-30T18:49:21,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VGHS,41941099999,41929099999,41923099999,remote,41922099999,41939099999,41909099999"
2015-07-01,"Dhaka,Bangladesh",34.0,27.0,29.6,41.9,30.1,34.7,24.4,74.4,5.0,100.0,41.67,rain,,,,18.4,158.0,1003.6,56.4,4.2,304.1,26.3,9,,2015-07-01T05:14:50,2015-07-01T18:49:23,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41941099999,41929099999,41923099999,remote,41922099999,41939099999,41909099999"
2015-07-02,"Dhaka,Bangladesh",33.0,27.3,29.4,40.6,31.2,34.9,24.9,77.4,14.3,100.0,100.0,rain,,,,23.0,171.0,1002.7,74.6,4.3,196.5,16.9,7,,2015-07-02T05:15:10,2015-07-02T18:49:26,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-07-03,"Dhaka,Bangladesh",33.6,26.6,29.7,41.6,26.6,35.0,24.6,74.4,7.0,100.0,91.67,rain,,,,25.9,190.6,1001.2,78.1,4.5,273.4,23.9,8,,2015-07-03T05:15:31,2015-07-03T18:49:27,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-07-04,"Dhaka,Bangladesh",34.4,27.9,30.3,42.7,32.6,37.2,25.5,76.2,0.9,100.0,37.5,rain,,,,18.4,186.8,1000.0,81.0,4.3,264.8,23.1,8,,2015-07-04T05:15:53,2015-07-04T18:49:27,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-07-05,"Dhaka,Bangladesh",34.0,26.0,28.8,42.0,26.0,34.5,25.5,82.7,0.9,100.0,37.5,rain,,,,18.4,187.1,998.8,88.5,4.2,170.7,14.8,6,,2015-07-05T05:16:14,2015-07-05T18:49:26,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-07-06,"Dhaka,Bangladesh",33.1,27.0,30.0,40.9,30.6,36.7,25.7,78.6,2.1,100.0,87.5,rain,,,,13.0,123.4,998.3,81.6,4.3,150.5,13.0,5,,2015-07-06T05:16:37,2015-07-06T18:49:24,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41929099999,41923099999,remote,41922099999,41939099999,41909099999"
2015-07-07,"Dhaka,Bangladesh",32.2,27.0,29.4,39.5,30.1,35.4,25.5,80.3,30.2,100.0,100.0,rain,,,,14.8,127.5,998.2,82.9,4.3,114.1,9.9,4,,2015-07-07T05:17:00,2015-07-07T18:49:21,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-07-08,"Dhaka,Bangladesh",32.2,26.0,28.5,39.2,26.0,32.8,25.0,82.6,50.2,100.0,100.0,rain,,,,22.3,95.0,997.8,93.0,4.3,79.3,6.7,2,,2015-07-08T05:17:23,2015-07-08T18:49:16,0.72,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41929099999,41923099999,remote,41922099999,41939099999,41909099999"
2015-07-09,"Dhaka,Bangladesh",30.0,25.9,26.5,39.0,25.9,28.0,25.0,91.3,109.0,100.0,100.0,rain,,,,29.5,145.8,998.7,97.7,3.7,176.1,15.4,6,,2015-07-09T05:17:46,2015-07-09T18:49:11,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-07-10,"Dhaka,Bangladesh",29.8,25.0,26.7,37.9,25.0,28.7,24.9,90.0,18.7,100.0,100.0,rain,,,,19.8,129.0,1001.4,96.9,3.9,262.8,22.7,8,,2015-07-10T05:18:11,2015-07-10T18:49:04,0.79,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41929099999,41923099999,remote,41922099999,41939099999,41909099999"
2015-07-11,"Dhaka,Bangladesh",34.0,27.0,30.0,43.5,30.1,36.1,25.2,76.2,9.1,100.0,79.17,rain,,,,65.5,162.8,1002.7,73.0,4.1,208.9,18.1,7,,2015-07-11T05:18:35,2015-07-11T18:48:56,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2015-07-12,"Dhaka,Bangladesh",33.0,26.7,29.8,40.5,26.7,35.3,24.9,76.2,1.0,100.0,41.67,rain,,,,18.4,202.0,1002.0,65.1,4.2,299.0,25.8,9,,2015-07-12T05:19:00,2015-07-12T18:48:46,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-07-13,"Dhaka,Bangladesh",34.7,25.9,30.6,45.2,25.9,37.7,25.9,77.2,1.1,100.0,37.5,rain,,,,14.8,190.1,1000.6,71.4,4.3,303.5,26.2,9,,2015-07-13T05:19:25,2015-07-13T18:48:36,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-07-14,"Dhaka,Bangladesh",35.0,27.8,30.9,44.9,33.9,39.0,26.1,76.3,3.9,100.0,62.5,rain,,,,18.4,186.4,998.6,79.6,4.3,218.8,18.8,7,,2015-07-14T05:19:50,2015-07-14T18:48:24,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VGHS,41941099999,41929099999,41923099999,remote,41922099999,41939099999,41909099999"
2015-07-15,"Dhaka,Bangladesh",30.0,25.0,27.4,40.4,25.0,31.3,25.6,90.0,23.3,100.0,100.0,rain,,,,22.3,118.4,997.4,97.9,3.9,103.4,8.8,3,,2015-07-15T05:20:16,2015-07-15T18:48:11,0.97,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-07-16,"Dhaka,Bangladesh",30.1,26.0,27.8,37.1,26.0,31.7,24.8,84.0,67.0,100.0,100.0,rain,,,,22.3,131.2,997.2,90.9,4.0,142.1,12.1,5,,2015-07-16T05:20:41,2015-07-16T18:47:57,0.0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-07-17,"Dhaka,Bangladesh",30.0,25.9,27.2,36.2,25.9,30.1,25.0,87.9,34.3,100.0,100.0,rain,,,,18.4,77.7,997.9,91.9,3.9,85.9,7.4,3,,2015-07-17T05:21:07,2015-07-17T18:47:42,0.04,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-07-18,"Dhaka,Bangladesh",28.3,25.7,26.8,33.6,25.7,29.1,25.2,91.3,41.9,100.0,100.0,rain,,,,18.4,139.6,998.2,97.7,3.8,100.0,8.5,3,,2015-07-18T05:21:34,2015-07-18T18:47:25,0.07,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-07-19,"Dhaka,Bangladesh",27.0,25.0,26.0,30.6,25.0,26.3,24.9,93.4,38.3,100.0,100.0,rain,,,,25.9,156.1,998.8,99.5,3.8,190.5,16.3,6,,2015-07-19T05:22:00,2015-07-19T18:47:07,0.1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2015-07-20,"Dhaka,Bangladesh",28.5,26.0,26.8,34.8,26.0,29.2,24.7,88.7,12.8,100.0,79.17,rain,,,,18.4,111.2,999.4,96.3,4.0,296.3,25.5,9,,2015-07-20T05:22:26,2015-07-20T18:46:48,0.14,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999"
2015-07-21,"Dhaka,Bangladesh",30.4,26.0,27.2,38.3,26.0,30.2,25.4,89.9,23.3,100.0,100.0,rain,,,,18.4,125.1,1001.4,95.6,3.9,192.8,16.7,6,,2015-07-21T05:22:53,2015-07-21T18:46:28,0.17,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-07-22,"Dhaka,Bangladesh",29.0,26.5,27.5,35.6,26.5,31.6,25.1,86.9,15.7,100.0,100.0,rain,,,,18.4,153.4,1003.5,86.9,4.1,210.5,18.1,7,,2015-07-22T05:23:20,2015-07-22T18:46:07,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-07-23,"Dhaka,Bangladesh",33.0,26.6,28.8,39.3,26.6,33.4,24.9,80.7,14.5,100.0,100.0,rain,,,,27.7,172.9,1005.0,90.4,4.4,175.7,15.1,6,,2015-07-23T05:23:46,2015-07-23T18:45:44,0.23,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-07-24,"Dhaka,Bangladesh",29.1,26.0,27.2,37.7,26.0,31.0,25.6,91.2,43.3,100.0,100.0,rain,,,,23.4,159.7,1004.2,97.4,4.0,73.6,6.2,2,,2015-07-24T05:24:13,2015-07-24T18:45:21,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,remote,41922099999,41939099999,41909099999"
2015-07-25,"Dhaka,Bangladesh",30.2,26.0,27.2,36.7,26.0,29.9,24.9,87.5,47.4,100.0,100.0,rain,,,,22.3,94.9,1000.7,91.9,3.9,101.1,8.5,4,,2015-07-25T05:24:40,2015-07-25T18:44:56,0.3,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
2015-07-26,"Dhaka,Bangladesh",32.0,25.8,28.3,35.8,25.8,30.5,22.8,73.4,32.0,100.0,100.0,rain,,,,24.1,88.7,998.5,88.3,4.0,94.3,8.0,3,,2015-07-26T05:25:07,2015-07-26T18:44:29,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2015-07-27,"Dhaka,Bangladesh",28.0,24.8,26.4,31.9,24.8,27.7,23.9,86.6,59.5,100.0,100.0,rain,,,,29.5,57.5,998.1,95.6,3.8,75.7,6.6,2,,2015-07-27T05:25:33,2015-07-27T18:44:02,0.36,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999,41909099999"
2015-07-28,"Dhaka,Bangladesh",32.0,25.4,28.2,36.8,25.4,30.7,23.5,77.0,39.0,100.0,100.0,rain,,,,22.3,92.9,998.6,86.4,4.2,176.1,15.1,6,,2015-07-28T05:26:00,2015-07-28T18:43:34,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VGHS,41941099999,41923099999,41929099999,41922099999,41939099999"
